Dataset,Cell_or_nuclei,donor_ID,SpinalRegion,Level,Atlas_annotation,Sex,Age,Platform,cell_id
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47502
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47503
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47504
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47505
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CHRNA3,M,34,10x 3' RNA,47506
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47507
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47508
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47509
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.NSG2,M,34,10x 3' RNA,47510
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,ATF3,M,34,10x 3' RNA,47511
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47512
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-LTMR.TAC3,M,34,10x 3' RNA,47513
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47514
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47515
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,ATF3,M,34,10x 3' RNA,47516
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47517
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47518
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47519
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47520
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47521
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47522
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.PCDH8,M,34,10x 3' RNA,47523
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47524
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47525
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47526
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47527
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47528
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47529
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47530
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47531
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47532
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47533
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47534
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47535
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47536
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-LTMR.TAC3,M,34,10x 3' RNA,47537
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47538
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47539
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47540
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47541
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47542
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47543
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47544
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.HAPLN4,M,34,10x 3' RNA,47545
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47546
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47547
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47548
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47549
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.CCKAR,M,34,10x 3' RNA,47550
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47551
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47552
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47553
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47554
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47555
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47556
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47557
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47558
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47559
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47560
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47561
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47562
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47563
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47564
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47565
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47566
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47567
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47568
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47569
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47570
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47571
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47572
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47573
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47574
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47575
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47576
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47577
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,ATF3,M,34,10x 3' RNA,47578
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47579
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47580
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47581
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.PCDH8,M,34,10x 3' RNA,47582
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47583
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47584
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-Thermo.TRPM8,M,34,10x 3' RNA,47585
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47586
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47587
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47588
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47589
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47590
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47591
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47592
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47593
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47594
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47595
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47596
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47597
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47598
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47599
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47600
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.HAPLN4,M,34,10x 3' RNA,47601
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47602
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47603
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-LTMR.TAC3,M,34,10x 3' RNA,47604
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47605
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47606
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47607
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,ATF3,M,34,10x 3' RNA,47608
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47609
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47610
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47611
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47612
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47613
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47614
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47615
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47616
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47617
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47618
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47619
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47620
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.NSG2,M,34,10x 3' RNA,47621
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47622
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47623
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47624
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,ATF3,M,34,10x 3' RNA,47625
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47626
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47627
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47628
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.EPHA3,M,34,10x 3' RNA,47629
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.NTRK3/S100A16,M,34,10x 3' RNA,47630
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47631
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47632
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47633
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47634
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47635
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47636
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47637
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47638
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47639
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47640
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47641
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47642
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47643
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47644
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47645
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47646
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47647
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47648
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47649
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47650
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47651
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47652
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47653
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47654
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47655
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47656
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.HAPLN4,M,34,10x 3' RNA,47657
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47658
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47659
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47660
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47661
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47662
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47663
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47664
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47665
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47666
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47667
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47668
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47669
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47670
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47671
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47672
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47673
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47674
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47675
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47676
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47677
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47678
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47679
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47680
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47681
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47682
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47683
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.SCGN/ADRA2C,M,34,10x 3' RNA,47684
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47685
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-Thermo.TRPM8,M,34,10x 3' RNA,47686
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.HAPLN4,M,34,10x 3' RNA,47687
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47688
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47689
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-Thermo.TRPM8,M,34,10x 3' RNA,47690
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47691
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-Propr.PCDH8,M,34,10x 3' RNA,47692
Bhuiyan_2024_HMS,Nuclei,Donor_1,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47693
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47694
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,Ab-LTMR.LGI2,M,34,10x 3' RNA,47695
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,Ab-LTMR.CCKAR,M,34,10x 3' RNA,47696
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-Thermo.TRPM8,M,34,10x 3' RNA,47697
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47698
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47699
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,A-LTMR.TAC3,M,34,10x 3' RNA,47700
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,ATF3,M,34,10x 3' RNA,47701
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,M,34,10x 3' RNA,47702
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47703
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-Thermo.TRPM8,M,34,10x 3' RNA,47704
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-Thermo.TRPM8,M,34,10x 3' RNA,47705
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47706
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47707
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.MRGPRX1/GFRA2,M,34,10x 3' RNA,47708
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,Ab-LTMR.ETV1,M,34,10x 3' RNA,47709
