Dataset,Cell_or_nuclei,donor_ID,SpinalRegion,Level,Atlas_annotation,Sex,Age,Platform,cell_id
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,Ab-LTMR.LGI2,M,34,10x 3' RNA,47710
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-NP.SST,M,34,10x 3' RNA,47711
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47712
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47713
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,A-PEP.KIT,M,34,10x 3' RNA,47714
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,Ab-LTMR.NSG2,M,34,10x 3' RNA,47715
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47716
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,C-PEP.TAC1/CACNG5,M,34,10x 3' RNA,47717
Bhuiyan_2024_HMS,Nuclei,Donor_3,Unknown,Unk,ATF3,M,34,10x 3' RNA,47718
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47719
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47720
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47721
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47722
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47723
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47724
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47725
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.RXFP1,Unk,Unk,10x 3' RNA,47726
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47727
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47728
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47729
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47730
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47731
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47732
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47733
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47734
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47735
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47736
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47737
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47738
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47739
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47740
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47741
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-LTMR.CDH9,Unk,Unk,10x 3' RNA,47742
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47743
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.SCGN/ADRA2C,Unk,Unk,10x 3' RNA,47744
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47745
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.NSG2,Unk,Unk,10x 3' RNA,47746
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47747
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47748
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47749
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47750
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47751
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.RXFP1,Unk,Unk,10x 3' RNA,47752
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47753
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47754
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47755
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47756
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.LGI2,Unk,Unk,10x 3' RNA,47757
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47758
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47759
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47760
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47761
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47762
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47763
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47764
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47765
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47766
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47767
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47768
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47769
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47770
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47771
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-LTMR.CDH9,Unk,Unk,10x 3' RNA,47772
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.LGI2,Unk,Unk,10x 3' RNA,47773
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.NTRK3/S100A16,Unk,Unk,10x 3' RNA,47774
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47775
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47776
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47777
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47778
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.LGI2,Unk,Unk,10x 3' RNA,47779
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.SCGN/ADRA2C,Unk,Unk,10x 3' RNA,47780
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47781
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47782
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-Propr.EPHA3,Unk,Unk,10x 3' RNA,47783
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.NTRK3/S100A16,Unk,Unk,10x 3' RNA,47784
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47785
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47786
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47787
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47788
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47789
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47790
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47791
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.ETV1,Unk,Unk,10x 3' RNA,47792
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.ETV1,Unk,Unk,10x 3' RNA,47793
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47794
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47795
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47796
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47797
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.NTRK3/S100A16,Unk,Unk,10x 3' RNA,47798
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.ETV1,Unk,Unk,10x 3' RNA,47799
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47800
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47801
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47802
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.NSG2,Unk,Unk,10x 3' RNA,47803
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47804
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47805
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47806
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47807
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.SCGN/ADRA2C,Unk,Unk,10x 3' RNA,47808
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47809
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47810
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47811
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-Propr.HAPLN4,Unk,Unk,10x 3' RNA,47812
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,ATF3,Unk,Unk,10x 3' RNA,47813
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47814
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.NSG2,Unk,Unk,10x 3' RNA,47815
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47816
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47817
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47818
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47819
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47820
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47821
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47822
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47823
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47824
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47825
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47826
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47827
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47828
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.ADORA2B,Unk,Unk,10x 3' RNA,47829
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47830
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47831
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,Unk,Unk,10x 3' RNA,47832
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47833
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47834
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47835
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47836
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47837
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.ADORA2B,Unk,Unk,10x 3' RNA,47838
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47839
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47840
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.LGI2,Unk,Unk,10x 3' RNA,47841
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47842
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47843
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47844
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47845
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47846
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47847
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47848
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47849
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47850
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47851
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.SCGN/ADRA2C,Unk,Unk,10x 3' RNA,47852
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-Propr.HAPLN4,Unk,Unk,10x 3' RNA,47853
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47854
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47855
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47856
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47857
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47858
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47859
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47860
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47861
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47862
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47863
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47864
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47865
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.SCGN/ADRA2C,Unk,Unk,10x 3' RNA,47866
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47867
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47868
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47869
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47870
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47871
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-Thermo.TRPM8,Unk,Unk,10x 3' RNA,47872
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47873
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47874
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47875
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47876
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47877
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47878
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47879
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-LTMR.TAC3,Unk,Unk,10x 3' RNA,47880
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47881
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.KIT,Unk,Unk,10x 3' RNA,47882
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47883
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.SCGN/ADRA2C,Unk,Unk,10x 3' RNA,47884
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47885
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.NTRK3/S100A16,Unk,Unk,10x 3' RNA,47886
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-Propr.PCDH8,Unk,Unk,10x 3' RNA,47887
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47888
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47889
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47890
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.ETV1,Unk,Unk,10x 3' RNA,47891
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.NSG2,Unk,Unk,10x 3' RNA,47892
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.SST,Unk,Unk,10x 3' RNA,47893
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47894
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.NTRK3/S100A16,Unk,Unk,10x 3' RNA,47895
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CHRNA3,Unk,Unk,10x 3' RNA,47896
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.ETV1,Unk,Unk,10x 3' RNA,47897
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47898
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-NP.MRGPRX1/GFRA2,Unk,Unk,10x 3' RNA,47899
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47900
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47901
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47902
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.ADORA2B,Unk,Unk,10x 3' RNA,47903
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,Unk,Unk,10x 3' RNA,47904
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47905
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,Ab-LTMR.CCKAR,Unk,Unk,10x 3' RNA,47906
Bhuiyan_2024_HMS,Nuclei,Donor_5,Unknown,Unk,C-PEP.TAC1/CACNG5,Unk,Unk,10x 3' RNA,47907
